"","Date:","42768","","",""
"","Direction:"," ","","",""
"","","","","",""
"","Hour","P/C","P/C Kph","Ped","Total"
"","00.00-00.59","1","15","1","2"
"","01.00-01.59","1","17","0","1"
"","02.00-02.59","1","15","0","1"
"","03.00-03.59","0","0","0","0"
"","04.00-04.59","2","14","0","2"
"","05.00-05.59","1","16","1","2"
"","06.00-06.59","16","18","4","20"
"","07.00-07.59","87","18","11","98"
"","08.00-08.59","167","18","38","205"
"","09.00-09.59","48","18","15","63"
"","10.00-10.59","19","16","9","28"
"","11.00-11.59","11","15","16","27"
"","12.00-12.59","22","15","17","39"
"","13.00-13.59","17","15","21","38"
"","14.00-14.59","27","15","22","49"
"","15.00-15.59","41","16","17","58"
"","16.00-16.59","64","16","29","93"
"","17.00-17.59","77","16","11","88"
"","18.00-18.59","58","16","16","74"
"","19.00-19.59","20","16","6","26"
"","20.00-20.59","11","16","5","16"
"","21.00-21.59","7","14","4","11"
"","22.00-22.59","3","16","0","3"
"","23.00-23.59","2","12","0","2"
"","Total","703","","243","946"
"","","","","",""
"","Date:","42769","","",""
"","Direction:"," ","","",""
"","","","","",""
"","Hour","P/C","P/C Kph","Ped","Total"
"","00.00-00.59","0","0","0","0"
"","01.00-01.59","0","0","0","0"
"","02.00-02.59","0","0","0","0"
"","03.00-03.59","0","0","0","0"
"","04.00-04.59","2","13","0","2"
"","05.00-05.59","1","17","4","5"
"","06.00-06.59","24","17","2","26"
"","07.00-07.59","66","17","7","73"
"","08.00-08.59","125","17","27","152"
"","09.00-09.59","31","15","9","40"
"","10.00-10.59","18","15","18","36"
"","11.00-11.59","15","16","21","36"
"","12.00-12.59","34","15","14","48"
"","13.00-13.59","44","16","11","55"
"","14.00-14.59","47","16","19","66"
"","15.00-15.59","36","16","23","59"
"","16.00-16.59","51","17","30","81"
"","17.00-17.59","56","17","9","65"
"","18.00-18.59","38","18","7","45"
"","19.00-19.59","16","17","3","19"
"","20.00-20.59","3","18","4","7"
"","21.00-21.59","6","16","1","7"
"","22.00-22.59","0","0","2","2"
"","23.00-23.59","2","18","1","3"
"","Total","615","","212","827"
"","","","","",""
"","","","","",""
"","Date:","42770","","",""
"","Direction:"," ","","",""
"","","","","",""
"","Hour","P/C","P/C Kph","Ped","Total"
"","00.00-00.59","0","0","0","0"
"","01.00-01.59","0","0","0","0"
"","02.00-02.59","0","0","0","0"
"","03.00-03.59","0","0","0","0"
"","04.00-04.59","0","0","0","0"
"","05.00-05.59","1","9","0","1"
"","06.00-06.59","1","15","0","1"
"","07.00-07.59","9","15","7","16"
"","08.00-08.59","14","15","16","30"
"","09.00-09.59","25","15","18","43"
"","10.00-10.59","30","14","19","49"
"","11.00-11.59","27","14","24","51"
"","12.00-12.59","33","15","16","49"
"","13.00-13.59","21","15","38","59"
"","14.00-14.59","15","13","20","35"
"","15.00-15.59","17","14","11","28"
"","16.00-16.59","22","14","21","43"
"","17.00-17.59","18","16","9","27"
"","18.00-18.59","16","14","6","22"
"","19.00-19.59","9","12","2","11"
"","20.00-20.59","2","18","3","5"
"","21.00-21.59","0","0","2","2"
"","22.00-22.59","1","14","1","2"
"","23.00-23.59","1","14","0","1"
"","Total","262","","213","475"
