"","Date:","42768","","",""
"","Direction:"," ","","",""
"","","","","",""
"","Hour","P/C","P/C Kph","Ped","Total"
"","00.00-00.59","1","20","1","2"
"","01.00-01.59","0","0","1","1"
"","02.00-02.59","0","0","0","0"
"","03.00-03.59","0","0","0","0"
"","04.00-04.59","0","0","0","0"
"","05.00-05.59","1","21","2","3"
"","06.00-06.59","2","17","12","14"
"","07.00-07.59","24","21","39","63"
"","08.00-08.59","33","19","63","96"
"","09.00-09.59","16","20","35","51"
"","10.00-10.59","8","17","23","31"
"","11.00-11.59","1","15","8","9"
"","12.00-12.59","6","20","29","35"
"","13.00-13.59","2","20","20","22"
"","14.00-14.59","2","17","12","14"
"","15.00-15.59","7","15","19","26"
"","16.00-16.59","8","20","21","29"
"","17.00-17.59","24","19","42","66"
"","18.00-18.59","10","20","32","42"
"","19.00-19.59","4","22","20","24"
"","20.00-20.59","4","20","8","12"
"","21.00-21.59","2","16","3","5"
"","22.00-22.59","2","19","5","7"
"","23.00-23.59","0","0","2","2"
"","Total","157","","397","554"
"","","","","",""
"","Date:","42769","","",""
"","Direction:"," ","","",""
"","","","","",""
"","Hour","P/C","P/C Kph","Ped","Total"
"","00.00-00.59","0","0","0","0"
"","01.00-01.59","0","0","0","0"
"","02.00-02.59","0","0","0","0"
"","03.00-03.59","0","0","0","0"
"","04.00-04.59","0","0","0","0"
"","05.00-05.59","0","0","1","1"
"","06.00-06.59","3","18","7","10"
"","07.00-07.59","16","20","29","45"
"","08.00-08.59","28","18","52","80"
"","09.00-09.59","12","16","30","42"
"","10.00-10.59","3","22","17","20"
"","11.00-11.59","3","16","19","22"
"","12.00-12.59","5","17","32","37"
"","13.00-13.59","3","18","21","24"
"","14.00-14.59","6","19","29","35"
"","15.00-15.59","3","22","14","17"
"","16.00-16.59","9","21","22","31"
"","17.00-17.59","19","21","48","67"
"","18.00-18.59","8","20","21","29"
"","19.00-19.59","2","22","6","8"
"","20.00-20.59","0","0","7","7"
"","21.00-21.59","2","24","3","5"
"","22.00-22.59","0","0","2","2"
"","23.00-23.59","1","19","4","5"
"","Total","123","","364","487"
"","","","","",""
"","","","","",""
"","Date:","42770","","",""
"","Direction:"," ","","",""
"","","","","",""
"","Hour","P/C","P/C Kph","Ped","Total"
"","00.00-00.59","2","15","1","3"
"","01.00-01.59","0","0","1","1"
"","02.00-02.59","0","0","0","0"
"","03.00-03.59","0","0","0","0"
"","04.00-04.59","0","0","0","0"
"","05.00-05.59","0","0","0","0"
"","06.00-06.59","1","18","1","2"
"","07.00-07.59","2","16","6","8"
"","08.00-08.59","3","16","20","23"
"","09.00-09.59","2","14","33","35"
"","10.00-10.59","5","16","32","37"
"","11.00-11.59","10","11","71","81"
"","12.00-12.59","5","16","21","26"
"","13.00-13.59","6","15","19","25"
"","14.00-14.59","2","17","10","12"
"","15.00-15.59","2","19","23","25"
"","16.00-16.59","6","13","30","36"
"","17.00-17.59","2","10","28","30"
"","18.00-18.59","2","22","9","11"
"","19.00-19.59","2","19","10","12"
"","20.00-20.59","1","24","3","4"
"","21.00-21.59","1","13","4","5"
"","22.00-22.59","1","19","10","11"
"","23.00-23.59","1","20","2","3"
"","Total","56","","334","390"
