"","Date:","42768","","",""
"","Direction:"," ","","",""
"","","","","",""
"","Hour","P/C","P/C Kph","Ped","Total"
"","00.00-00.59","0","0","1","1"
"","01.00-01.59","0","0","1","1"
"","02.00-02.59","0","0","1","1"
"","03.00-03.59","0","0","0","0"
"","04.00-04.59","1","19","0","1"
"","05.00-05.59","0","0","0","0"
"","06.00-06.59","10","16","1","11"
"","07.00-07.59","45","16","3","48"
"","08.00-08.59","133","16","9","142"
"","09.00-09.59","32","16","4","36"
"","10.00-10.59","10","14","5","15"
"","11.00-11.59","6","14","4","10"
"","12.00-12.59","17","14","5","22"
"","13.00-13.59","15","15","11","26"
"","14.00-14.59","15","15","1","16"
"","15.00-15.59","11","14","9","20"
"","16.00-16.59","18","16","6","24"
"","17.00-17.59","39","15","2","41"
"","18.00-18.59","14","16","1","15"
"","19.00-19.59","14","15","1","15"
"","20.00-20.59","4","15","1","5"
"","21.00-21.59","5","16","1","6"
"","22.00-22.59","1","19","0","1"
"","23.00-23.59","1","18","1","2"
"","Total","391","","68","459"
"","","","","",""
"","Date:","42769","","",""
"","Direction:"," ","","",""
"","","","","",""
"","Hour","P/C","P/C Kph","Ped","Total"
"","00.00-00.59","0","0","1","1"
"","01.00-01.59","0","0","0","0"
"","02.00-02.59","0","0","1","1"
"","03.00-03.59","0","0","0","0"
"","04.00-04.59","0","0","0","0"
"","05.00-05.59","1","19","0","1"
"","06.00-06.59","7","17","0","7"
"","07.00-07.59","20","15","0","20"
"","08.00-08.59","81","16","0","81"
"","09.00-09.59","23","16","1","24"
"","10.00-10.59","17","15","2","19"
"","11.00-11.59","7","15","4","11"
"","12.00-12.59","15","14","8","23"
"","13.00-13.59","14","13","6","20"
"","14.00-14.59","15","14","12","27"
"","15.00-15.59","21","16","5","26"
"","16.00-16.59","16","16","15","31"
"","17.00-17.59","24","16","7","31"
"","18.00-18.59","5","14","3","8"
"","19.00-19.59","4","14","8","12"
"","20.00-20.59","3","15","1","4"
"","21.00-21.59","3","16","0","3"
"","22.00-22.59","3","18","0","3"
"","23.00-23.59","1","7","2","3"
"","Total","280","","76","356"
"","","","","",""
"","","","","",""
"","Date:","42770","","",""
"","Direction:"," ","","",""
"","","","","",""
"","Hour","P/C","P/C Kph","Ped","Total"
"","00.00-00.59","0","0","0","0"
"","01.00-01.59","1","12","0","1"
"","02.00-02.59","0","0","3","3"
"","03.00-03.59","0","0","0","0"
"","04.00-04.59","1","11","0","1"
"","05.00-05.59","0","0","9","9"
"","06.00-06.59","1","18","0","1"
"","07.00-07.59","4","17","0","4"
"","08.00-08.59","8","16","2","10"
"","09.00-09.59","20","15","3","23"
"","10.00-10.59","21","12","7","28"
"","11.00-11.59","25","10","8","33"
"","12.00-12.59","17","15","6","23"
"","13.00-13.59","14","13","8","22"
"","14.00-14.59","19","13","12","31"
"","15.00-15.59","17","15","12","29"
"","16.00-16.59","8","16","16","24"
"","17.00-17.59","5","15","13","18"
"","18.00-18.59","3","12","4","7"
"","19.00-19.59","12","14","4","16"
"","20.00-20.59","3","17","4","7"
"","21.00-21.59","4","18","3","7"
"","22.00-22.59","3","12","1","4"
"","23.00-23.59","0","0","1","1"
"","Total","186","","116","302"
