"","","","","DAILY FLOW BY HOUR",""
"","","","","",""
"","SITE NO:","24 - Roseburn Park","","",""
"","Date:","29/01/17","","",""
"","Direction:"," ","","",""
"","","","","",""
"","Hour","P/C","P/C Kph","Ped","Total"
"","00.00-00.59","0","0","0","0"
"","01.00-01.59","0","0","0","0"
"","02.00-02.59","0","0","0","0"
"","03.00-03.59","0","0","0","0"
"","04.00-04.59","0","0","0","0"
"","05.00-05.59","0","0","1","1"
"","06.00-06.59","0","0","0","0"
"","07.00-07.59","3","19","1","4"
"","08.00-08.59","1","13","1","2"
"","09.00-09.59","1","15","13","14"
"","10.00-10.59","2","20","22","24"
"","11.00-11.59","6","15","26","32"
"","12.00-12.59","6","15","25","31"
"","13.00-13.59","6","17","17","23"
"","14.00-14.59","15","16","21","36"
"","15.00-15.59","8","14","23","31"
"","16.00-16.59","0","0","15","15"
"","17.00-17.59","1","20","6","7"
"","18.00-18.59","0","0","13","13"
"","19.00-19.59","1","17","7","8"
"","20.00-20.59","0","0","50","50"
"","21.00-21.59","0","0","1","1"
"","22.00-22.59","0","0","8","8"
"","23.00-23.59","0","0","0","0"
"","Total","50","","250","300"
"","","","","",""
"","Date:","30/01/17","","",""
"","Direction:"," ","","",""
"","","","","",""
"","Hour","P/C","P/C Kph","Ped","Total"
"","00.00-00.59","0","0","3","3"
"","01.00-01.59","0","0","0","0"
"","02.00-02.59","0","0","1","1"
"","03.00-03.59","0","0","4","4"
"","04.00-04.59","0","0","0","0"
"","05.00-05.59","1","11","0","1"
"","06.00-06.59","3","20","0","3"
"","07.00-07.59","10","18","0","10"
"","08.00-08.59","34","17","3","37"
"","09.00-09.59","8","17","2","10"
"","10.00-10.59","0","0","4","4"
"","11.00-11.59","0","0","3","3"
"","12.00-12.59","1","24","9","10"
"","13.00-13.59","4","21","11","15"
"","14.00-14.59","2","13","5","7"
"","15.00-15.59","3","15","13","16"
"","16.00-16.59","8","18","19","27"
"","17.00-17.59","7","19","19","26"
"","18.00-18.59","7","18","13","20"
"","19.00-19.59","5","20","3","8"
"","20.00-20.59","1","21","1","2"
"","21.00-21.59","0","0","2","2"
"","22.00-22.59","0","0","0","0"
"","23.00-23.59","0","0","0","0"
"","Total","94","","115","209"
"","","","","",""
"","","","","",""
"","Date:","31/01/17","","",""
"","Direction:"," ","","",""
"","","","","",""
"","Hour","P/C","P/C Kph","Ped","Total"
"","00.00-00.59","0","0","0","0"
"","01.00-01.59","0","0","0","0"
"","02.00-02.59","0","0","0","0"
"","03.00-03.59","0","0","0","0"
"","04.00-04.59","0","0","0","0"
"","05.00-05.59","1","13","0","1"
"","06.00-06.59","0","0","3","3"
"","07.00-07.59","6","17","9","15"
"","08.00-08.59","18","15","51","69"
"","09.00-09.59","3","19","15","18"
"","10.00-10.59","1","3","11","12"
"","11.00-11.59","3","19","7","10"
"","12.00-12.59","6","17","7","13"
"","13.00-13.59","0","0","8","8"
"","14.00-14.59","2","15","6","8"
"","15.00-15.59","9","16","14","23"
"","16.00-16.59","9","21","19","28"
"","17.00-17.59","10","20","28","38"
"","18.00-18.59","5","19","15","20"
"","19.00-19.59","2","22","10","12"
"","20.00-20.59","1","20","6","7"
"","21.00-21.59","0","0","1","1"
"","22.00-22.59","0","0","1","1"
"","23.00-23.59","0","0","0","0"
"","Total","76","","211","287"
"","","","","",""
"","Date:","42767","","",""
"","Direction:"," ","","",""
"","","","","",""
"","Hour","P/C","P/C Kph","Ped","Total"
"","00.00-00.59","0","0","0","0"
"","01.00-01.59","0","0","0","0"
"","02.00-02.59","0","0","0","0"
"","03.00-03.59","0","0","0","0"
"","04.00-04.59","0","0","0","0"
"","05.00-05.59","1","14","0","1"
"","06.00-06.59","0","0","2","2"
"","07.00-07.59","10","21","3","13"
"","08.00-08.59","15","19","23","38"
"","09.00-09.59","9","16","13","22"
"","10.00-10.59","0","0","6","6"
"","11.00-11.59","0","0","12","12"
"","12.00-12.59","5","21","23","28"
"","13.00-13.59","0","0","6","6"
"","14.00-14.59","1","12","17","18"
"","15.00-15.59","8","19","16","24"
"","16.00-16.59","7","20","22","29"
"","17.00-17.59","6","16","25","31"
"","18.00-18.59","6","18","22","28"
"","19.00-19.59","2","20","15","17"
"","20.00-20.59","1","20","6","7"
"","21.00-21.59","0","0","1","1"
"","22.00-22.59","1","21","1","2"
"","23.00-23.59","0","0","0","0"
"","Total","72","","213","285"
"","","","","",""
"","","","","",""
