"","","","","DAILY FLOW BY HOUR",""
"","","","","",""
"","SITE NO:","21 - Morrison Street","","",""
"","Date:","29/01/17","","",""
"","Direction:"," ","","",""
"","","","","",""
"","Hour","P/C","P/C Kph","Ped","Total"
"","00.00-00.59","0","0","7","7"
"","01.00-01.59","0","0","12","12"
"","02.00-02.59","0","0","5","5"
"","03.00-03.59","0","0","9","9"
"","04.00-04.59","0","0","4","4"
"","05.00-05.59","0","0","1","1"
"","06.00-06.59","0","0","3","3"
"","07.00-07.59","0","0","1","1"
"","08.00-08.59","0","0","4","4"
"","09.00-09.59","2","13","7","9"
"","10.00-10.59","0","0","19","19"
"","11.00-11.59","2","10","31","33"
"","12.00-12.59","6","13","38","44"
"","13.00-13.59","0","0","33","33"
"","14.00-14.59","1","18","33","34"
"","15.00-15.59","4","13","66","70"
"","16.00-16.59","0","0","58","58"
"","17.00-17.59","0","0","39","39"
"","18.00-18.59","0","0","34","34"
"","19.00-19.59","2","14","28","30"
"","20.00-20.59","0","0","23","23"
"","21.00-21.59","0","0","14","14"
"","22.00-22.59","0","0","16","16"
"","23.00-23.59","0","0","13","13"
"","Total","17","","498","515"
"","","","","",""
"","Date:","30/01/17","","",""
"","Direction:"," ","","",""
"","","","","",""
"","Hour","P/C","P/C Kph","Ped","Total"
"","00.00-00.59","0","0","3","3"
"","01.00-01.59","0","0","5","5"
"","02.00-02.59","0","0","3","3"
"","03.00-03.59","0","0","6","6"
"","04.00-04.59","0","0","0","0"
"","05.00-05.59","0","0","1","1"
"","06.00-06.59","2","17","8","10"
"","07.00-07.59","6","13","49","55"
"","08.00-08.59","15","13","117","132"
"","09.00-09.59","6","14","57","63"
"","10.00-10.59","1","8","31","32"
"","11.00-11.59","0","0","54","54"
"","12.00-12.59","1","12","158","159"
"","13.00-13.59","1","16","156","157"
"","14.00-14.59","0","0","61","61"
"","15.00-15.59","1","21","60","61"
"","16.00-16.59","2","12","112","114"
"","17.00-17.59","4","14","251","255"
"","18.00-18.59","2","12","172","174"
"","19.00-19.59","2","8","94","96"
"","20.00-20.59","0","0","66","66"
"","21.00-21.59","0","0","50","50"
"","22.00-22.59","0","0","39","39"
"","23.00-23.59","0","0","16","16"
"","Total","43","","1569","1612"
"","","","","",""
"","","","","",""
"","Date:","31/01/17","","",""
"","Direction:"," ","","",""
"","","","","",""
"","Hour","P/C","P/C Kph","Ped","Total"
"","00.00-00.59","0","0","10","10"
"","01.00-01.59","0","0","5","5"
"","02.00-02.59","0","0","1","1"
"","03.00-03.59","0","0","5","5"
"","04.00-04.59","0","0","1","1"
"","05.00-05.59","0","0","3","3"
"","06.00-06.59","1","13","8","9"
"","07.00-07.59","2","12","46","48"
"","08.00-08.59","15","15","128","143"
"","09.00-09.59","6","14","57","63"
"","10.00-10.59","1","14","51","52"
"","11.00-11.59","0","0","62","62"
"","12.00-12.59","3","13","131","134"
"","13.00-13.59","1","13","158","159"
"","14.00-14.59","2","19","70","72"
"","15.00-15.59","3","13","63","66"
"","16.00-16.59","1","9","116","117"
"","17.00-17.59","7","15","251","258"
"","18.00-18.59","5","12","166","171"
"","19.00-19.59","3","14","131","134"
"","20.00-20.59","0","0","75","75"
"","21.00-21.59","0","0","53","53"
"","22.00-22.59","0","0","29","29"
"","23.00-23.59","0","0","12","12"
"","Total","50","","1632","1682"
"","","","","",""
"","Date:","42767","","",""
"","Direction:"," ","","",""
"","","","","",""
"","Hour","P/C","P/C Kph","Ped","Total"
"","00.00-00.59","0","0","15","15"
"","01.00-01.59","0","0","6","6"
"","02.00-02.59","0","0","2","2"
"","03.00-03.59","0","0","10","10"
"","04.00-04.59","0","0","0","0"
"","05.00-05.59","0","0","0","0"
"","06.00-06.59","0","0","8","8"
"","07.00-07.59","5","15","44","49"
"","08.00-08.59","9","12","121","130"
"","09.00-09.59","5","14","51","56"
"","10.00-10.59","2","13","34","36"
"","11.00-11.59","2","13","51","53"
"","12.00-12.59","2","12","171","173"
"","13.00-13.59","2","13","168","170"
"","14.00-14.59","2","14","69","71"
"","15.00-15.59","1","19","75","76"
"","16.00-16.59","3","14","123","126"
"","17.00-17.59","3","12","278","281"
"","18.00-18.59","0","0","185","185"
"","19.00-19.59","2","16","104","106"
"","20.00-20.59","1","13","67","68"
"","21.00-21.59","1","8","53","54"
"","22.00-22.59","0","0","32","32"
"","23.00-23.59","0","0","20","20"
"","Total","40","","1687","1727"
"","","","","",""
"","","","","",""
