"","","","","",""
"","Date:","42768","","",""
"","Direction:"," ","","",""
"","","","","",""
"","Hour","P/C","P/C Kph","Ped","Total"
"","00.00-00.59","3","21","12","15"
"","01.00-01.59","1","18","2","3"
"","02.00-02.59","0","0","0","0"
"","03.00-03.59","0","0","0","0"
"","04.00-04.59","1","19","0","1"
"","05.00-05.59","1","17","4","5"
"","06.00-06.59","18","23","17","35"
"","07.00-07.59","44","21","61","105"
"","08.00-08.59","96","21","223","319"
"","09.00-09.59","41","20","77","118"
"","10.00-10.59","25","19","41","66"
"","11.00-11.59","13","20","43","56"
"","12.00-12.59","15","23","47","62"
"","13.00-13.59","14","20","60","74"
"","14.00-14.59","16","19","48","64"
"","15.00-15.59","16","20","40","56"
"","16.00-16.59","29","22","50","79"
"","17.00-17.59","30","19","84","114"
"","18.00-18.59","25","20","61","86"
"","19.00-19.59","16","20","52","68"
"","20.00-20.59","15","20","22","37"
"","21.00-21.59","4","20","48","52"
"","22.00-22.59","10","20","12","22"
"","23.00-23.59","1","21","7","8"
"","Total","434","","1011","1445"
"","","","","",""
"","Date:","42769","","",""
"","Direction:"," ","","",""
"","","","","",""
"","Hour","P/C","P/C Kph","Ped","Total"
"","00.00-00.59","0","0","0","0"
"","01.00-01.59","0","0","4","4"
"","02.00-02.59","1","24","0","1"
"","03.00-03.59","1","23","0","1"
"","04.00-04.59","1","18","3","4"
"","05.00-05.59","2","19","2","4"
"","06.00-06.59","7","22","10","17"
"","07.00-07.59","32","20","52","84"
"","08.00-08.59","92","20","188","280"
"","09.00-09.59","40","19","64","104"
"","10.00-10.59","19","20","48","67"
"","11.00-11.59","19","19","43","62"
"","12.00-12.59","18","20","56","74"
"","13.00-13.59","22","18","68","90"
"","14.00-14.59","15","19","49","64"
"","15.00-15.59","26","19","39","65"
"","16.00-16.59","29","20","85","114"
"","17.00-17.59","41","20","116","157"
"","18.00-18.59","31","18","85","116"
"","19.00-19.59","20","20","64","84"
"","20.00-20.59","16","20","37","53"
"","21.00-21.59","4","22","28","32"
"","22.00-22.59","5","22","39","44"
"","23.00-23.59","5","22","23","28"
"","Total","446","","1103","1549"
"","","","","",""
"","","","","",""
"","Date:","42770","","",""
"","Direction:"," ","","",""
"","","","","",""
"","Hour","P/C","P/C Kph","Ped","Total"
"","00.00-00.59","2","24","23","25"
"","01.00-01.59","0","0","9","9"
"","02.00-02.59","0","0","0","0"
"","03.00-03.59","0","0","5","5"
"","04.00-04.59","0","0","2","2"
"","05.00-05.59","0","0","0","0"
"","06.00-06.59","2","22","3","5"
"","07.00-07.59","8","20","10","18"
"","08.00-08.59","17","21","26","43"
"","09.00-09.59","21","18","47","68"
"","10.00-10.59","22","19","67","89"
"","11.00-11.59","17","19","100","117"
"","12.00-12.59","23","19","102","125"
"","13.00-13.59","24","19","89","113"
"","14.00-14.59","14","16","48","62"
"","15.00-15.59","11","17","46","57"
"","16.00-16.59","20","19","51","71"
"","17.00-17.59","15","19","64","79"
"","18.00-18.59","9","16","45","54"
"","19.00-19.59","6","20","61","67"
"","20.00-20.59","9","21","50","59"
"","21.00-21.59","5","21","34","39"
"","22.00-22.59","9","19","25","34"
"","23.00-23.59","2","19","25","27"
"","Total","236","","932","1168"
