"","Date:","42768","","",""
"","Direction:"," ","","",""
"","","","","",""
"","Hour","P/C","P/C Kph","Ped","Total"
"","00.00-00.59","0","0","0","0"
"","01.00-01.59","0","0","0","0"
"","02.00-02.59","0","0","0","0"
"","03.00-03.59","0","0","0","0"
"","04.00-04.59","0","0","0","0"
"","05.00-05.59","1","19","0","1"
"","06.00-06.59","0","0","0","0"
"","07.00-07.59","3","17","0","3"
"","08.00-08.59","3","21","0","3"
"","09.00-09.59","3","21","0","3"
"","10.00-10.59","0","0","0","0"
"","11.00-11.59","5","16","0","5"
"","12.00-12.59","2","18","0","2"
"","13.00-13.59","1","19","0","1"
"","14.00-14.59","0","0","2","2"
"","15.00-15.59","0","0","1","1"
"","16.00-16.59","2","17","0","2"
"","17.00-17.59","4","22","0","4"
"","18.00-18.59","2","12","4","6"
"","19.00-19.59","0","0","0","0"
"","20.00-20.59","0","0","0","0"
"","21.00-21.59","0","0","0","0"
"","22.00-22.59","0","0","0","0"
"","23.00-23.59","0","0","0","0"
"","Total","26","","7","33"
"","","","","",""
"","Date:","42769","","",""
"","Direction:"," ","","",""
"","","","","",""
"","Hour","P/C","P/C Kph","Ped","Total"
"","00.00-00.59","0","0","0","0"
"","01.00-01.59","0","0","0","0"
"","02.00-02.59","0","0","0","0"
"","03.00-03.59","0","0","0","0"
"","04.00-04.59","0","0","0","0"
"","05.00-05.59","1","18","0","1"
"","06.00-06.59","0","0","0","0"
"","07.00-07.59","1","26","0","1"
"","08.00-08.59","2","22","0","2"
"","09.00-09.59","1","14","0","1"
"","10.00-10.59","2","21","0","2"
"","11.00-11.59","1","11","3","4"
"","12.00-12.59","1","14","3","4"
"","13.00-13.59","4","20","2","6"
"","14.00-14.59","2","18","1","3"
"","15.00-15.59","1","19","0","1"
"","16.00-16.59","1","26","1","2"
"","17.00-17.59","3","19","0","3"
"","18.00-18.59","0","0","1","1"
"","19.00-19.59","0","0","0","0"
"","20.00-20.59","1","16","0","1"
"","21.00-21.59","0","0","0","0"
"","22.00-22.59","0","0","0","0"
"","23.00-23.59","0","0","0","0"
"","Total","21","","11","32"
"","","","","",""
"","","","","",""
"","Date:","42770","","",""
"","Direction:"," ","","",""
"","","","","",""
"","Hour","P/C","P/C Kph","Ped","Total"
"","00.00-00.59","0","0","0","0"
"","01.00-01.59","0","0","0","0"
"","02.00-02.59","0","0","0","0"
"","03.00-03.59","0","0","0","0"
"","04.00-04.59","0","0","0","0"
"","05.00-05.59","1","19","0","1"
"","06.00-06.59","0","0","0","0"
"","07.00-07.59","0","0","0","0"
"","08.00-08.59","1","25","2","3"
"","09.00-09.59","3","16","2","5"
"","10.00-10.59","1","21","4","5"
"","11.00-11.59","5","13","4","9"
"","12.00-12.59","0","0","1","1"
"","13.00-13.59","0","0","2","2"
"","14.00-14.59","1","22","0","1"
"","15.00-15.59","2","21","1","3"
"","16.00-16.59","1","17","1","2"
"","17.00-17.59","0","0","2","2"
"","18.00-18.59","0","0","0","0"
"","19.00-19.59","0","0","1","1"
"","20.00-20.59","0","0","0","0"
"","21.00-21.59","0","0","0","0"
"","22.00-22.59","0","0","0","0"
"","23.00-23.59","0","0","0","0"
"","Total","15","","20","35"
