"","","","","DAILY FLOW BY HOUR",""
"","","","","",""
"","SITE NO:","26 - Stenhouse Drive","","",""
"","Date:","29/01/17","","",""
"","Direction:"," ","","",""
"","","","","",""
"","Hour","P/C","P/C Kph","Ped","Total"
"","00.00-00.59","1","22","3","4"
"","01.00-01.59","0","0","0","0"
"","02.00-02.59","0","0","0","0"
"","03.00-03.59","0","0","0","0"
"","04.00-04.59","1","21","0","1"
"","05.00-05.59","1","10","2","3"
"","06.00-06.59","0","0","3","3"
"","07.00-07.59","1","14","3","4"
"","08.00-08.59","0","0","3","3"
"","09.00-09.59","6","13","8","14"
"","10.00-10.59","4","20","13","17"
"","11.00-11.59","3","21","14","17"
"","12.00-12.59","6","17","23","29"
"","13.00-13.59","9","17","20","29"
"","14.00-14.59","12","16","27","39"
"","15.00-15.59","4","17","20","24"
"","16.00-16.59","10","18","12","22"
"","17.00-17.59","3","21","14","17"
"","18.00-18.59","10","17","9","19"
"","19.00-19.59","2","21","5","7"
"","20.00-20.59","1","14","9","10"
"","21.00-21.59","3","21","3","6"
"","22.00-22.59","0","0","2","2"
"","23.00-23.59","0","0","1","1"
"","Total","77","","194","271"
"","","","","",""
"","Date:","30/01/17","","",""
"","Direction:"," ","","",""
"","","","","",""
"","Hour","P/C","P/C Kph","Ped","Total"
"","00.00-00.59","0","0","0","0"
"","01.00-01.59","0","0","0","0"
"","02.00-02.59","0","0","0","0"
"","03.00-03.59","0","0","0","0"
"","04.00-04.59","0","0","0","0"
"","05.00-05.59","2","14","0","2"
"","06.00-06.59","8","17","0","8"
"","07.00-07.59","8","20","0","8"
"","08.00-08.59","8","18","0","8"
"","09.00-09.59","4","18","0","4"
"","10.00-10.59","3","16","8","11"
"","11.00-11.59","5","20","16","21"
"","12.00-12.59","8","17","25","33"
"","13.00-13.59","2","20","10","12"
"","14.00-14.59","7","20","8","15"
"","15.00-15.59","6","18","16","22"
"","16.00-16.59","45","19","20","65"
"","17.00-17.59","52","19","39","91"
"","18.00-18.59","28","20","25","53"
"","19.00-19.59","10","18","5","15"
"","20.00-20.59","7","18","4","11"
"","21.00-21.59","3","16","9","12"
"","22.00-22.59","1","14","4","5"
"","23.00-23.59","1","17","0","1"
"","Total","208","","189","397"
"","","","","",""
"","","","","",""
"","Date:","31/01/17","","",""
"","Direction:"," ","","",""
"","","","","",""
"","Hour","P/C","P/C Kph","Ped","Total"
"","00.00-00.59","0","0","1","1"
"","01.00-01.59","1","13","0","1"
"","02.00-02.59","0","0","1","1"
"","03.00-03.59","1","12","0","1"
"","04.00-04.59","0","0","0","0"
"","05.00-05.59","3","13","0","3"
"","06.00-06.59","5","16","2","7"
"","07.00-07.59","12","18","5","17"
"","08.00-08.59","13","18","3","16"
"","09.00-09.59","0","0","4","4"
"","10.00-10.59","4","20","5","9"
"","11.00-11.59","7","19","6","13"
"","12.00-12.59","9","21","6","15"
"","13.00-13.59","2","24","10","12"
"","14.00-14.59","10","20","5","15"
"","15.00-15.59","13","19","16","29"
"","16.00-16.59","40","22","12","52"
"","17.00-17.59","75","22","27","102"
"","18.00-18.59","33","22","17","50"
"","19.00-19.59","15","20","12","27"
"","20.00-20.59","13","20","8","21"
"","21.00-21.59","5","20","3","8"
"","22.00-22.59","0","0","7","7"
"","23.00-23.59","1","16","4","5"
"","Total","262","","154","416"
"","","","","",""
"","Date:","42767","","",""
"","Direction:"," ","","",""
"","","","","",""
"","Hour","P/C","P/C Kph","Ped","Total"
"","00.00-00.59","1","16","1","2"
"","01.00-01.59","1","16","0","1"
"","02.00-02.59","0","0","0","0"
"","03.00-03.59","0","0","0","0"
"","04.00-04.59","0","0","0","0"
"","05.00-05.59","3","16","0","3"
"","06.00-06.59","8","18","0","8"
"","07.00-07.59","8","20","3","11"
"","08.00-08.59","11","18","3","14"
"","09.00-09.59","4","19","5","9"
"","10.00-10.59","1","20","10","11"
"","11.00-11.59","5","19","15","20"
"","12.00-12.59","5","19","15","20"
"","13.00-13.59","3","20","14","17"
"","14.00-14.59","8","15","15","23"
"","15.00-15.59","10","19","16","26"
"","16.00-16.59","49","21","21","70"
"","17.00-17.59","81","21","33","114"
"","18.00-18.59","40","20","31","71"
"","19.00-19.59","13","18","5","18"
"","20.00-20.59","5","20","11","16"
"","21.00-21.59","4","20","4","8"
"","22.00-22.59","2","23","2","4"
"","23.00-23.59","3","19","2","5"
"","Total","265","","206","471"
"","","","","",""
"","","","","",""
