"","","","","DAILY FLOW BY HOUR",""
"","","","","",""
"","SITE NO:","43 - Melville Drive 2 Spur","","",""
"","Date:","29/01/17","","",""
"","Direction:"," ","","",""
"","","","","",""
"","Hour","P/C","P/C Kph","Ped","Total"
"","00.00-00.59","3","8","9","12"
"","01.00-01.59","3","14","5","8"
"","02.00-02.59","2","9","3","5"
"","03.00-03.59","2","15","2","4"
"","04.00-04.59","1","10","1","2"
"","05.00-05.59","0","0","2","2"
"","06.00-06.59","0","0","6","6"
"","07.00-07.59","1","13","9","10"
"","08.00-08.59","6","11","28","34"
"","09.00-09.59","3","13","55","58"
"","10.00-10.59","17","13","85","102"
"","11.00-11.59","24","12","95","119"
"","12.00-12.59","24","13","104","128"
"","13.00-13.59","34","12","70","104"
"","14.00-14.59","35","12","71","106"
"","15.00-15.59","56","14","94","150"
"","16.00-16.59","40","12","76","116"
"","17.00-17.59","34","12","64","98"
"","18.00-18.59","13","11","43","56"
"","19.00-19.59","15","12","31","46"
"","20.00-20.59","8","11","29","37"
"","21.00-21.59","6","12","28","34"
"","22.00-22.59","10","11","10","20"
"","23.00-23.59","2","10","7","9"
"","Total","339","","927","1266"
"","","","","",""
"","Date:","30/01/17","","",""
"","Direction:"," ","","",""
"","","","","",""
"","Hour","P/C","P/C Kph","Ped","Total"
"","00.00-00.59","0","0","0","0"
"","01.00-01.59","1","15","0","1"
"","02.00-02.59","0","0","0","0"
"","03.00-03.59","0","0","0","0"
"","04.00-04.59","0","0","0","0"
"","05.00-05.59","0","0","4","4"
"","06.00-06.59","0","0","13","13"
"","07.00-07.59","14","11","38","52"
"","08.00-08.59","41","13","152","193"
"","09.00-09.59","20","12","170","190"
"","10.00-10.59","20","14","122","142"
"","11.00-11.59","18","13","99","117"
"","12.00-12.59","20","12","85","105"
"","13.00-13.59","21","12","78","99"
"","14.00-14.59","47","14","68","115"
"","15.00-15.59","31","13","64","95"
"","16.00-16.59","58","12","77","135"
"","17.00-17.59","100","12","132","232"
"","18.00-18.59","63","12","164","227"
"","19.00-19.59","40","11","56","96"
"","20.00-20.59","37","11","31","68"
"","21.00-21.59","21","12","34","55"
"","22.00-22.59","11","12","12","23"
"","23.00-23.59","7","12","12","19"
"","Total","570","","1411","1981"
"","","","","",""
"","","","","",""
"","Date:","31/01/17","","",""
"","Direction:"," ","","",""
"","","","","",""
"","Hour","P/C","P/C Kph","Ped","Total"
"","00.00-00.59","3","13","3","6"
"","01.00-01.59","0","0","0","0"
"","02.00-02.59","0","0","1","1"
"","03.00-03.59","0","0","0","0"
"","04.00-04.59","0","0","1","1"
"","05.00-05.59","0","0","6","6"
"","06.00-06.59","3","10","14","17"
"","07.00-07.59","19","12","92","111"
"","08.00-08.59","47","13","321","368"
"","09.00-09.59","34","13","190","224"
"","10.00-10.59","10","13","112","122"
"","11.00-11.59","15","14","44","59"
"","12.00-12.59","30","13","85","115"
"","13.00-13.59","25","13","101","126"
"","14.00-14.59","14","11","66","80"
"","15.00-15.59","32","12","72","104"
"","16.00-16.59","70","11","76","146"
"","17.00-17.59","109","10","119","228"
"","18.00-18.59","73","11","128","201"
"","19.00-19.59","54","12","74","128"
"","20.00-20.59","24","10","39","63"
"","21.00-21.59","21","10","30","51"
"","22.00-22.59","13","11","27","40"
"","23.00-23.59","7","11","7","14"
"","Total","603","","1608","2211"
"","","","","",""
"","Date:","42767","","",""
"","Direction:"," ","","",""
"","","","","",""
"","Hour","P/C","P/C Kph","Ped","Total"
"","00.00-00.59","3","14","5","8"
"","01.00-01.59","0","0","8","8"
"","02.00-02.59","0","0","0","0"
"","03.00-03.59","2","15","0","2"
"","04.00-04.59","0","0","0","0"
"","05.00-05.59","0","0","6","6"
"","06.00-06.59","4","13","20","24"
"","07.00-07.59","14","12","68","82"
"","08.00-08.59","64","13","330","394"
"","09.00-09.59","24","10","209","233"
"","10.00-10.59","22","12","119","141"
"","11.00-11.59","16","13","69","85"
"","12.00-12.59","30","12","119","149"
"","13.00-13.59","28","13","104","132"
"","14.00-14.59","25","11","78","103"
"","15.00-15.59","46","12","62","108"
"","16.00-16.59","56","12","105","161"
"","17.00-17.59","119","11","90","209"
"","18.00-18.59","79","10","86","165"
"","19.00-19.59","44","10","95","139"
"","20.00-20.59","20","11","61","81"
"","21.00-21.59","22","10","27","49"
"","22.00-22.59","15","13","22","37"
"","23.00-23.59","5","11","15","20"
"","Total","638","","1698","2336"
"","","","","",""
